ID,owner_ID,birthDate,name,description,type_ID
17506623-636e-4fcd-b9ce-189853eb80d1,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2003-10-21,name-17506623,description-17506623,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506624-27ee-4991-aa73-4d227ffdb61e,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2009-05-18,name-17506624,description-17506624,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506625-b52c-46cd-9360-aeac03b867cf,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2014-02-20,name-17506625,description-17506625,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506626-96c1-45a2-9d67-a8989c3ecfc8,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2019-02-15,name-17506626,description-17506626,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506627-a739-4df8-a4f5-82afebff648f,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2017-07-05,name-17506627,description-17506627,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506628-900f-4db6-aec9-2ce7ca2186bc,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2014-07-01,name-17506628,description-17506628,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506629-3120-4b8e-8afc-57e35a176685,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2018-12-24,name-17506629,description-17506629,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506630-e7ac-4469-b01f-1f172bd9da48,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2001-08-08,name-17506630,description-17506630,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506631-3e3f-4af3-b81e-80f2e2033eb6,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-11-16,name-17506631,description-17506631,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506632-25c5-4d44-b6c7-96442f47bca2,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2013-03-18,name-17506632,description-17506632,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506633-8f5b-42cc-8ef4-36b67972d882,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2022-08-25,name-17506633,description-17506633,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506634-9ce3-459e-a41c-45cc1d17238c,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2012-04-16,name-17506634,description-17506634,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506635-0830-4b7b-b8e9-8e0863b6959f,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2017-10-06,name-17506635,description-17506635,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506636-1177-4837-845f-a3514bbc268a,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-09-11,name-17506636,description-17506636,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506637-8b56-4019-ab12-7635c68818a9,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2023-03-14,name-17506637,description-17506637,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506638-ff7a-465e-8eef-6279c57a967d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-02-22,name-17506638,description-17506638,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506639-efc4-4a34-82c7-f848cb80f75b,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2006-04-28,name-17506639,description-17506639,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506640-7041-4073-9508-78f10c17fa1d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2000-07-18,name-17506640,description-17506640,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506641-8af8-4ce0-b211-39c6342c5b26,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2022-06-17,name-17506641,description-17506641,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506642-d2ae-4302-bf61-9dd941243189,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2013-06-17,name-17506642,description-17506642,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506643-758f-45e5-9788-d1164678e1f2,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2023-03-20,name-17506643,description-17506643,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506644-66c2-4191-b52d-37999adea04a,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2012-11-16,name-17506644,description-17506644,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506645-1219-42a4-86ec-a2d39eebf4a1,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2002-07-13,name-17506645,description-17506645,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506646-2a42-4d11-b549-ef2a8512f775,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2012-12-04,name-17506646,description-17506646,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506647-5b49-49e6-aa2c-560bfd45dd4e,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-06-13,name-17506647,description-17506647,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506648-c950-4a72-bb83-4bdd14035dbb,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2023-12-08,name-17506648,description-17506648,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506649-6872-4a5f-8744-90486be687ce,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2000-03-17,name-17506649,description-17506649,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506650-a0ea-4faf-b8b4-4f9b8026f085,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2012-11-04,name-17506650,description-17506650,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506651-ecf8-405f-942c-f1f231ba644b,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2001-05-30,name-17506651,description-17506651,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506652-0db0-4a8a-8364-d543f1a04a84,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2002-07-10,name-17506652,description-17506652,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506653-aa7d-43b2-ac4e-20980b514149,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-09-27,name-17506653,description-17506653,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506654-82cb-4d56-8d08-460cd83a6bf6,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2012-03-20,name-17506654,description-17506654,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506655-7d73-42e2-af1b-cf6467639a7b,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2000-12-21,name-17506655,description-17506655,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506656-e79b-4b8e-8d1c-a625957e1ed3,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2012-11-11,name-17506656,description-17506656,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506657-b3a3-492b-8ed5-24de7ef3e31d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-07-04,name-17506657,description-17506657,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506658-2aef-40ea-859b-d25f505ef42f,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2020-08-11,name-17506658,description-17506658,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506659-a4f4-4b57-a43d-b4cd2135ac2f,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2001-02-18,name-17506659,description-17506659,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506660-24da-4fb1-afcb-55104aeb8420,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2020-11-11,name-17506660,description-17506660,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506661-4d5d-41a4-b044-1b7e14417133,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2018-12-15,name-17506661,description-17506661,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506662-1e74-4818-85c6-6afce57e98db,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2009-08-30,name-17506662,description-17506662,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506663-b417-4887-a8a4-e270af48ad75,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2009-12-29,name-17506663,description-17506663,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506664-6e7c-4d8d-9f96-3f74266ca765,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2021-08-15,name-17506664,description-17506664,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506665-0be6-44cf-a67c-471465377883,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2001-10-25,name-17506665,description-17506665,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506666-f3bd-4b73-b292-54d6eae3f201,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2001-06-13,name-17506666,description-17506666,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506667-89e7-4945-a57e-ca959fc268d7,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2000-04-19,name-17506667,description-17506667,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506668-a8fa-4bf0-841d-f1fcfe30344b,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2011-10-09,name-17506668,description-17506668,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506669-b72a-4877-bffd-24ada3aceea1,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2016-04-16,name-17506669,description-17506669,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506670-0cf7-47be-9640-e21659b1d626,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2016-11-05,name-17506670,description-17506670,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506671-14da-489a-ae9f-ca29cadedd95,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2008-01-23,name-17506671,description-17506671,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506672-a53c-46e5-bcd8-91016a2eca2d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2004-03-26,name-17506672,description-17506672,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506673-bec2-4bc4-8ee6-f8c763476c6d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2017-01-09,name-17506673,description-17506673,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506674-9907-43a1-bf87-ebd3c52d7252,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2003-09-26,name-17506674,description-17506674,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506675-bdac-4a7a-a2cd-1f54fb000f28,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2009-02-06,name-17506675,description-17506675,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506676-5afd-42ad-a66c-708e441ec62c,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2021-07-04,name-17506676,description-17506676,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506677-4306-4885-a099-62a49b6d062d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2013-10-11,name-17506677,description-17506677,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506678-29cc-4c46-814d-e371ff05c198,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2005-05-26,name-17506678,description-17506678,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506679-7044-4d93-8589-7d1ceef51551,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2009-03-04,name-17506679,description-17506679,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506680-a4ef-43c7-8a2d-10deeba58709,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2020-04-07,name-17506680,description-17506680,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506681-d854-4948-9b97-d0959a225167,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2019-07-02,name-17506681,description-17506681,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506682-0878-4f97-939b-9a67897b7eb8,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2000-02-20,name-17506682,description-17506682,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506683-b2de-4fe3-879b-58cd4ae7991a,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-06-06,name-17506683,description-17506683,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506684-8c99-4c57-bab8-e5a357fc5590,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2010-09-03,name-17506684,description-17506684,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506685-44d6-43db-8774-7b008d925c18,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2021-10-21,name-17506685,description-17506685,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506686-7d4a-48a7-a848-04df7f0ddadb,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2006-03-14,name-17506686,description-17506686,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506687-50e1-48a0-a042-5e604d50c0cf,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2015-09-25,name-17506687,description-17506687,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506688-9f4e-4efd-82fa-ce0a2629f482,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2003-05-23,name-17506688,description-17506688,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506689-3e6b-45d2-be76-cb617a57ca8e,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2013-07-19,name-17506689,description-17506689,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506690-eac3-4045-85a3-ddce0f63ffc5,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2005-11-24,name-17506690,description-17506690,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506691-8d2f-4d3f-85d8-4758cff38f73,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2022-01-17,name-17506691,description-17506691,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506692-566b-4467-ae9b-83ef6cd77949,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2021-07-11,name-17506692,description-17506692,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506693-dee0-45e8-919c-95981169a5ab,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2009-12-08,name-17506693,description-17506693,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506694-e1e2-40c8-99fe-cac1b1467bb8,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2016-07-10,name-17506694,description-17506694,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506695-a1f2-470a-b71e-63cb3bb5a4fc,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2003-03-21,name-17506695,description-17506695,10137955-b40a-459c-9c35-bc7aabe4e1c8
17506696-6770-4848-a876-ddd4064e062d,21675255-3f57-4491-bf1f-fcbb6aaaf8d1,2003-07-01,name-17506696,description-17506696,10137955-b40a-459c-9c35-bc7aabe4e1c8
